@RELATION uploads/p/p
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {a,b,back,c,f,next,send,space}

@DATA
0.062202,0.030407,2.763896,0.112875,0.157314,0.197552,0.012659,0.074537,-26.310397,1.288143,-1.561646,0.126427,-0.177625,0.896397,-0.223782,-0.096472,0.168775,-0.041345,-0.308206,0.375169,-0.105765,0.022422,0.003294,0.012537,0.006758,0.008507,0.018088,0.033628,0.009204,0.009461,0.011978,0.016995,0.018632,0.020321,0.041365,0.031296,0.821131,0.059718,0.057654,0.317608,0.008172,0.046855,4.311704,0.696034,0.788098,0.327398,0.252955,0.335043,0.226246,0.217610,0.087323,0.147714,0.308662,0.333058,0.135832,0.026898,0.002487,0.016470,0.006330,0.006689,0.026964,0.035443,0.012000,0.014948,0.008649,0.019973,0.033812,0.007582,back
0.062526,0.026601,2.835093,0.119312,0.170383,0.206806,0.010253,0.083889,-26.827721,1.410009,-1.717745,0.241860,-0.224300,0.657338,-0.241813,-0.222927,0.191786,-0.010112,-0.074684,0.366650,-0.097669,0.026668,0.005291,0.006565,0.009712,0.009026,0.016353,0.031632,0.014269,0.009559,0.010158,0.010579,0.024628,0.017739,0.038665,0.030710,0.729095,0.060735,0.047782,0.353950,0.006987,0.060971,4.285740,0.724046,0.683368,0.350304,0.196131,0.265945,0.306860,0.321447,0.257384,0.205858,0.222066,0.288955,0.189326,0.025501,0.003622,0.006276,0.012428,0.006790,0.019141,0.021546,0.013581,0.015441,0.006460,0.008403,0.042560,0.009230,back
0.060581,0.025814,2.825389,0.119324,0.156514,0.227225,0.012452,0.081111,-26.284300,0.891747,-1.512654,0.341356,-0.234178,0.731646,-0.371054,-0.158914,0.111813,-0.116997,-0.269508,0.330160,-0.053936,0.016261,0.004376,0.008835,0.009759,0.011110,0.023121,0.025721,0.008959,0.010875,0.007101,0.014883,0.019831,0.018449,0.034128,0.025816,0.802279,0.064040,0.067202,0.297056,0.009767,0.032373,3.967781,0.604344,0.703613,0.233399,0.263485,0.477845,0.304944,0.242686,0.230008,0.146431,0.167649,0.248525,0.119396,0.019436,0.004595,0.007093,0.008750,0.009246,0.050219,0.030368,0.015072,0.017150,0.004224,0.012053,0.025296,0.011679,back
0.067019,0.029867,2.855460,0.114122,0.157460,0.210340,0.013901,0.084815,-26.485238,1.252003,-1.576971,0.098906,-0.265316,0.817241,-0.153845,-0.097291,0.175260,-0.223844,-0.212242,0.283571,-0.114917,0.017905,0.004767,0.010658,0.006705,0.010538,0.013161,0.036399,0.007364,0.006016,0.009524,0.010092,0.013938,0.014764,0.042885,0.030744,0.736317,0.061749,0.054824,0.358513,0.010053,0.066956,4.088832,0.819647,0.736711,0.142356,0.248582,0.462738,0.327624,0.295441,0.176093,0.234657,0.286063,0.255334,0.158642,0.022605,0.004361,0.010973,0.005311,0.009525,0.016241,0.032036,0.005336,0.005372,0.007855,0.008467,0.015057,0.005512,back
0.060025,0.031761,2.853026,0.108681,0.152413,0.177020,0.014638,0.074907,-26.330974,1.068250,-1.562231,0.266155,-0.311866,0.701743,-0.325301,-0.136905,0.123278,-0.074459,-0.206102,0.382922,-0.109642,0.012735,0.003655,0.016206,0.006763,0.008887,0.012777,0.028947,0.009639,0.005614,0.010820,0.013908,0.014225,0.015154,0.033935,0.031835,0.705037,0.054125,0.046964,0.276132,0.009059,0.036251,4.190931,0.765195,0.975183,0.249237,0.251156,0.358294,0.344154,0.363608,0.245755,0.185249,0.219585,0.215998,0.147067,0.012414,0.002001,0.018913,0.005937,0.007931,0.016004,0.040456,0.017016,0.006429,0.009059,0.012806,0.016161,0.007361,back
0.058265,0.029794,2.811260,0.114898,0.166318,0.179150,0.010849,0.066944,-25.916979,1.327442,-1.453373,0.112599,-0.205788,0.804263,-0.252912,-0.062730,0.129208,-0.051343,-0.167661,0.294535,-0.092047,0.015270,0.003832,0.014179,0.006113,0.013757,0.017499,0.049442,0.004838,0.007483,0.012425,0.011361,0.014993,0.019904,0.031204,0.029387,0.719662,0.052401,0.043659,0.238326,0.008024,0.021177,4.032446,0.816000,0.684149,0.273765,0.225709,0.408222,0.261363,0.192880,0.150128,0.185858,0.296439,0.292397,0.118960,0.010859,0.002444,0.015775,0.005384,0.009863,0.029096,0.056195,0.006289,0.010848,0.006991,0.010525,0.024313,0.012534,back
0.058311,0.035443,2.790769,0.111579,0.158791,0.172590,0.013196,0.070556,-25.912726,1.522644,-1.691617,0.224825,-0.276018,0.758762,-0.272065,-0.178456,0.182399,-0.106234,-0.196939,0.349052,-0.027882,0.009764,0.004530,0.017504,0.006914,0.009977,0.021908,0.019982,0.005959,0.018840,0.011583,0.013600,0.018319,0.015577,0.035297,0.035433,0.819206,0.058731,0.055328,0.290998,0.008851,0.038150,4.086800,0.637591,0.870829,0.208666,0.257904,0.355486,0.331534,0.300676,0.158727,0.099119,0.182247,0.253666,0.107706,0.007840,0.003642,0.017446,0.006728,0.008188,0.037074,0.016885,0.008511,0.032868,0.009459,0.015348,0.024267,0.010819,back
0.060442,0.036876,2.786076,0.113621,0.146912,0.249513,0.012715,0.086296,-25.797600,1.132275,-1.608363,0.298416,-0.237016,0.834923,-0.234208,-0.136267,0.054430,-0.065429,-0.111850,0.434696,-0.026306,0.022075,0.003569,0.011351,0.006851,0.008652,0.010501,0.045117,0.007449,0.008700,0.010526,0.009344,0.015132,0.018838,0.038926,0.036300,0.879554,0.070794,0.069276,0.374105,0.009732,0.049753,4.047436,0.456909,0.689779,0.257468,0.198077,0.505062,0.270642,0.221270,0.174734,0.119856,0.194323,0.291245,0.081347,0.025116,0.003293,0.012046,0.005183,0.007632,0.013026,0.068104,0.007447,0.009178,0.007020,0.008776,0.023516,0.016787,back
0.058636,0.031987,2.771491,0.135713,0.182022,0.291652,0.013202,0.087315,-25.942850,0.969197,-1.367950,0.162912,-0.186629,0.726867,-0.218860,-0.155516,0.097709,-0.102637,-0.166753,0.353984,-0.124170,0.013996,0.004046,0.012474,0.005661,0.009588,0.011898,0.045451,0.006318,0.005076,0.009578,0.009185,0.008146,0.015253,0.033366,0.031348,0.874066,0.062606,0.055841,0.360445,0.010643,0.042355,4.139920,0.460304,0.808083,0.267104,0.305331,0.449073,0.252108,0.126850,0.183965,0.130551,0.267882,0.287000,0.100247,0.010216,0.002580,0.011943,0.004752,0.008419,0.006659,0.064833,0.005280,0.003575,0.007903,0.008228,0.009435,0.015846,back
0.061739,0.032525,2.714671,0.106452,0.151969,0.175178,0.011071,0.079167,-26.123609,1.462243,-1.709200,0.115058,-0.253587,0.843764,-0.216633,-0.336901,0.074303,-0.125376,-0.233918,0.270645,-0.050702,0.007405,0.002545,0.011849,0.006055,0.012214,0.021999,0.031065,0.010772,0.018592,0.008048,0.014758,0.016551,0.017037,0.041394,0.033346,0.925734,0.059100,0.053850,0.326785,0.006874,0.049487,4.140995,0.828217,0.779581,0.168569,0.294845,0.449665,0.246755,0.265052,0.146786,0.115405,0.193586,0.182033,0.198802,0.006423,0.002211,0.011418,0.005951,0.006901,0.032563,0.036427,0.016620,0.027615,0.007316,0.012163,0.020564,0.010211,back
0.058265,0.037266,2.874017,0.117602,0.165734,0.187589,0.010111,0.076204,-25.918993,1.182902,-1.556670,0.212407,-0.159334,0.969017,-0.114170,-0.177269,0.000818,-0.137229,-0.146312,0.414842,-0.040394,0.013041,0.002671,0.012868,0.006617,0.014623,0.015561,0.036365,0.006057,0.008164,0.014786,0.008849,0.010392,0.015117,0.040602,0.036717,0.659016,0.057073,0.053337,0.313028,0.007832,0.048060,4.370211,0.683153,0.694803,0.250778,0.271078,0.389151,0.249944,0.174151,0.154719,0.094930,0.119974,0.179053,0.169022,0.012558,0.001581,0.015570,0.005199,0.013286,0.023893,0.040071,0.004369,0.009461,0.008055,0.008869,0.012243,0.008892,back
0.153260,0.061930,3.019389,0.255262,0.223588,0.894486,0.006608,0.250843,-27.076013,2.088570,1.036364,0.127565,-0.031178,-0.102989,-0.222448,0.023845,-0.015356,-0.013450,0.105108,0.122381,0.080298,0.002992,0.001858,0.003929,0.001353,0.016172,0.110402,0.048151,0.000489,0.003675,0.004377,0.002171,0.001517,0.034193,0.178451,0.044943,0.369802,0.151257,0.039459,1.096769,0.005597,0.319199,3.470568,1.616492,0.339171,0.475943,0.271590,0.429053,0.144055,0.260479,0.186662,0.201430,0.172964,0.106251,0.186243,0.002806,0.002763,0.005436,0.001012,0.024350,0.098406,0.040372,0.000604,0.008264,0.006468,0.002912,0.002948,0.026157,c
0.130104,0.047221,3.030726,0.233206,0.215213,0.649821,0.007389,0.214440,-27.716737,2.074799,1.133442,-0.011656,0.133130,-0.220875,-0.160576,0.021464,-0.130776,0.002279,-0.010534,0.135297,0.060048,0.004027,0.002159,0.005068,0.002051,0.024829,0.053662,0.064735,0.001814,0.007473,0.007868,0.004504,0.001973,0.028235,0.139986,0.038097,0.413168,0.143336,0.036910,0.670732,0.006822,0.259727,3.626714,1.539177,0.512129,0.490346,0.311277,0.277393,0.287316,0.182537,0.207823,0.180069,0.170501,0.197508,0.163858,0.005693,0.004815,0.006154,0.001555,0.029622,0.080570,0.062337,0.003129,0.013295,0.009207,0.005829,0.002670,0.022526,c
0.131719,0.082382,3.003268,0.237858,0.226906,0.672179,0.008075,0.211643,-26.246609,2.418948,1.137460,-0.291203,-0.015754,-0.238167,-0.290686,0.008631,-0.078970,-0.055400,0.135982,0.000568,0.058418,0.003449,0.006034,0.003656,0.003891,0.054283,0.057842,0.045706,0.000543,0.005351,0.003552,0.006967,0.004377,0.032424,0.159405,0.068258,0.412518,0.139412,0.028105,0.806831,0.006621,0.286400,4.122290,1.005315,0.668311,0.604859,0.338436,0.264040,0.190125,0.214938,0.204926,0.206703,0.214484,0.082081,0.189745,0.004048,0.009975,0.003158,0.003942,0.075145,0.079146,0.054518,0.000757,0.010325,0.003256,0.009656,0.006509,0.023740,c
0.102480,0.063436,2.979872,0.212870,0.213869,0.495574,0.008428,0.164005,-27.112183,2.355322,1.252321,-0.086419,0.083272,-0.159751,-0.212595,-0.016805,-0.134851,-0.018635,0.116673,0.122539,0.089662,0.002924,0.001945,0.004944,0.004929,0.051862,0.036740,0.063637,0.000822,0.006606,0.007675,0.006279,0.002165,0.029109,0.118184,0.055944,0.444819,0.126185,0.027420,0.614296,0.005689,0.216183,3.890176,1.233040,0.708328,0.698401,0.251585,0.270610,0.264683,0.196714,0.195461,0.144598,0.132982,0.184602,0.157544,0.002752,0.003657,0.004397,0.006444,0.059795,0.061460,0.058289,0.001471,0.009448,0.009367,0.007473,0.002655,0.020580,c
0.121506,0.066367,2.971624,0.226421,0.228278,0.635538,0.009462,0.187477,-27.204935,2.356739,1.548742,-0.152904,0.053003,-0.395671,-0.247696,-0.023475,-0.036538,-0.091071,0.147008,0.019503,0.117395,0.002301,0.002116,0.005643,0.004546,0.055412,0.042237,0.062307,0.000631,0.007540,0.006578,0.004429,0.001990,0.032243,0.135211,0.061665,0.301734,0.130051,0.037934,0.741246,0.010274,0.260035,3.436749,1.445052,0.644138,0.610765,0.298776,0.245613,0.293355,0.175645,0.246589,0.174600,0.163953,0.144164,0.175149,0.001765,0.003377,0.006604,0.005937,0.072780,0.069243,0.059749,0.001401,0.016030,0.006629,0.005661,0.001922,0.022631,c
0.082350,0.000243,1.772899,0.338829,0.256582,1.431988,0.003676,0.419691,-32.097837,1.254624,0.288904,0.653674,0.249113,-0.250643,-0.127714,-0.085650,-0.011099,-0.111398,0.156193,-0.060101,-0.171113,0.016306,0.002849,0.013916,0.009028,0.030153,0.011782,0.013720,0.001610,0.000945,0.019454,0.005239,0.002690,0.008700,0.022913,0.000240,1.414212,0.168839,0.015937,1.092652,0.003676,0.354356,2.371337,0.659457,0.194330,0.132218,0.175858,0.005381,0.387148,0.142753,0.066297,0.084622,0.044970,0.031855,0.101674,0.014158,0.000859,0.009610,0.006995,0.027383,0.010552,0.009437,0.000946,0.000113,0.017867,0.002950,0.001661,0.007546,c
0.138028,0.036887,3.019994,0.238520,0.218022,0.752038,0.013343,0.225823,-28.397263,2.209335,1.082861,0.007244,0.120004,-0.242718,-0.214731,0.021469,-0.030944,-0.001965,0.178234,0.102440,0.147233,0.001716,0.001376,0.003695,0.001622,0.016978,0.059230,0.067060,0.000595,0.010615,0.005727,0.002869,0.001521,0.031824,0.156330,0.037584,0.328232,0.150122,0.036641,0.897020,0.014309,0.304692,4.078941,1.182311,0.470917,0.567662,0.306908,0.241488,0.177617,0.190188,0.253732,0.233617,0.233802,0.144991,0.152100,0.002010,0.002203,0.004462,0.001885,0.022048,0.095492,0.071580,0.000786,0.026370,0.007959,0.003273,0.002924,0.025899,c
0.150473,0.044004,3.076793,0.244730,0.219770,0.769931,0.015343,0.258297,-28.636386,2.533792,1.220102,-0.041333,-0.005949,-0.344511,-0.335153,0.013131,-0.069553,-0.125540,0.154928,0.003519,0.182658,0.003450,0.001610,0.005377,0.003139,0.021860,0.048322,0.063135,0.000624,0.018181,0.009382,0.004140,0.001963,0.030636,0.186149,0.050254,0.332878,0.167143,0.024906,0.938995,0.014207,0.319992,3.670631,1.197342,0.512692,0.686867,0.348730,0.241855,0.285772,0.222435,0.211257,0.227603,0.137770,0.133368,0.147430,0.003754,0.003004,0.005772,0.004451,0.029763,0.076846,0.070007,0.000833,0.046559,0.011738,0.004905,0.002977,0.022837,c
0.116185,0.042504,2.985986,0.224513,0.211856,0.641036,0.011144,0.203461,-28.230742,2.160349,1.177106,0.006153,0.033581,-0.238981,-0.329316,0.009472,-0.146613,0.016038,0.101184,0.041975,0.023003,0.002204,0.001495,0.004040,0.002001,0.034732,0.041449,0.065696,0.000579,0.015583,0.005913,0.003019,0.002089,0.030864,0.144152,0.045176,0.322432,0.145718,0.021485,0.763533,0.012606,0.270122,3.967700,1.259152,0.350993,0.547499,0.313425,0.234831,0.307474,0.171856,0.168583,0.212588,0.169806,0.188138,0.151811,0.003027,0.003054,0.004017,0.002111,0.048968,0.077704,0.063309,0.001247,0.038549,0.006486,0.002920,0.003851,0.022831,c
0.142728,0.086565,3.055360,0.231168,0.210776,0.738706,0.011805,0.247278,-27.472849,2.573943,1.298656,0.014158,0.132560,-0.270277,-0.221442,0.026668,-0.119087,-0.025074,0.103876,0.041084,0.017038,0.003162,0.002364,0.005869,0.002555,0.041590,0.048383,0.064570,0.001131,0.008484,0.006320,0.005637,0.001844,0.031175,0.176144,0.079881,0.337021,0.165792,0.040311,0.920800,0.011234,0.316725,4.076602,1.428533,0.338665,0.563028,0.385537,0.206897,0.216115,0.254295,0.245115,0.185152,0.168500,0.159987,0.096244,0.003518,0.004594,0.007164,0.002780,0.056656,0.080611,0.059692,0.002082,0.021947,0.006738,0.008913,0.002284,0.023234,c
0.110673,0.079546,2.954237,0.193707,0.196883,0.675662,0.013149,0.190004,-26.870679,2.580447,1.556411,-0.270178,0.124569,-0.394704,-0.307798,-0.046046,-0.117429,-0.123951,0.118900,-0.017123,0.083728,0.003099,0.002359,0.005149,0.006725,0.026792,0.074339,0.059955,0.000455,0.004651,0.008427,0.006497,0.001934,0.031621,0.140670,0.074473,0.459360,0.139239,0.027569,0.887031,0.012482,0.270864,3.342010,1.373886,0.575993,0.591162,0.411102,0.220332,0.328767,0.147766,0.220297,0.247777,0.188976,0.134801,0.216238,0.002515,0.004466,0.007716,0.007658,0.041038,0.091812,0.058495,0.000874,0.005963,0.011553,0.010783,0.002583,0.024876,c
0.139262,0.039959,3.046057,0.237284,0.221330,0.728395,0.010889,0.213854,-28.165249,2.254483,1.440812,-0.189041,0.036499,-0.271474,-0.275088,0.024282,-0.079705,-0.031071,0.089625,0.017664,0.075691,0.004872,0.003201,0.004260,0.003489,0.024803,0.056052,0.063511,0.000387,0.012305,0.007268,0.004080,0.003067,0.029321,0.175640,0.035672,0.383568,0.152107,0.028381,0.874709,0.009172,0.292643,4.008005,1.218014,0.623859,0.826420,0.327561,0.174023,0.188187,0.148448,0.270416,0.176731,0.232250,0.150123,0.141317,0.005407,0.005887,0.005738,0.004200,0.029851,0.082227,0.063211,0.000394,0.030130,0.008043,0.004577,0.004368,0.023261,c
0.102930,0.059593,3.078363,0.211270,0.214723,0.576877,0.007332,0.163728,-27.316125,2.136883,1.215040,-0.037836,0.042482,-0.209046,-0.331164,0.107666,-0.141116,-0.045108,0.100256,-0.027015,0.173364,0.002282,0.001834,0.004476,0.002614,0.025534,0.034003,0.093031,0.000632,0.007381,0.005756,0.003816,0.001541,0.031013,0.120673,0.062567,0.221418,0.121716,0.017575,0.641627,0.007647,0.225261,3.927208,1.186398,0.425637,0.631655,0.305610,0.220905,0.203716,0.215965,0.212427,0.196618,0.156656,0.177436,0.147723,0.002184,0.002658,0.005819,0.003309,0.032828,0.057060,0.072706,0.001312,0.018376,0.004939,0.005036,0.001967,0.020973,c
0.109087,0.062285,2.902462,0.208133,0.220398,0.513867,0.009924,0.155237,-27.332887,2.599405,1.327442,-0.052010,-0.072700,-0.150339,-0.307554,0.077330,-0.137072,-0.075896,0.032977,-0.007635,0.033451,0.006045,0.002543,0.004277,0.003223,0.035930,0.072749,0.062181,0.000839,0.006822,0.004964,0.003835,0.001946,0.035323,0.142350,0.054924,0.573381,0.132509,0.027954,0.700046,0.009477,0.239589,3.488911,1.340383,0.569155,0.753332,0.407181,0.242095,0.328618,0.196899,0.196385,0.203230,0.136458,0.111260,0.096183,0.007420,0.005290,0.004592,0.003452,0.046810,0.103062,0.058420,0.001900,0.018555,0.005691,0.004401,0.002367,0.025155,c
0.322281,0.016758,3.068640,0.346613,0.224671,1.353323,0.010159,0.441924,-29.754539,-0.237114,0.393437,0.154045,0.188796,0.389845,-0.678210,0.052029,0.595098,0.016110,-0.170258,0.722435,-0.122139,0.003780,0.001626,0.003290,0.001354,0.024087,0.007529,0.003706,0.000908,0.002192,0.001630,0.007278,0.018443,0.012716,0.269816,0.027790,0.605362,0.197414,0.046211,0.839304,0.022265,0.330710,5.638672,1.053027,1.054642,0.466146,0.350323,0.211473,0.412359,0.401880,0.383575,0.196169,0.274807,0.170672,0.239193,0.004419,0.001452,0.002685,0.001737,0.063703,0.016111,0.004575,0.001388,0.002252,0.001684,0.014983,0.030757,0.017794,f
0.294805,0.022714,3.058950,0.333518,0.244677,1.304273,0.004393,0.359725,-28.209968,-0.097819,-0.103503,0.035067,-0.016304,0.283954,-0.728477,-0.175466,0.414051,-0.042451,-0.301594,0.568949,-0.178683,0.005939,0.001902,0.005962,0.001753,0.012872,0.009587,0.006227,0.002028,0.004973,0.005050,0.012917,0.017927,0.011047,0.239557,0.032652,0.488195,0.167831,0.040244,0.834377,0.003210,0.323413,5.406783,0.997443,0.946972,0.243752,0.343031,0.329588,0.239030,0.247820,0.247450,0.220861,0.296697,0.251403,0.261857,0.004955,0.002328,0.005034,0.002351,0.031380,0.018800,0.007773,0.002960,0.005091,0.006501,0.024460,0.025493,0.010159,f
0.341721,0.017252,3.060089,0.361627,0.229547,0.997212,0.005877,0.393760,-28.530826,0.268825,0.387826,0.011323,0.028674,0.374371,-0.525289,-0.098068,0.332274,0.103619,-0.143783,0.554040,-0.109031,0.004782,0.001987,0.004927,0.001472,0.024499,0.013968,0.009414,0.001515,0.004730,0.006875,0.014389,0.004820,0.012706,0.288020,0.024399,0.421464,0.212487,0.032599,0.623671,0.005710,0.339502,5.194578,1.198309,1.013816,0.355483,0.281014,0.253397,0.346292,0.398610,0.263958,0.142617,0.247874,0.236643,0.318551,0.006633,0.002358,0.003137,0.001996,0.054942,0.023283,0.009711,0.002514,0.006576,0.013789,0.022998,0.005934,0.014680,f
0.356066,0.020803,3.058961,0.368131,0.234732,1.230323,0.005104,0.439550,-28.567651,0.103358,-0.178141,-0.176574,0.058813,0.325019,-0.556798,-0.040844,0.466239,0.082217,-0.215385,0.557070,-0.217862,0.004528,0.003487,0.005820,0.002883,0.017358,0.003279,0.009435,0.002966,0.007658,0.002681,0.005693,0.017619,0.010193,0.264795,0.033249,0.587512,0.198001,0.040668,0.818642,0.005220,0.338484,5.116565,1.176935,1.035761,0.426323,0.361340,0.256274,0.244861,0.231679,0.233716,0.174893,0.211764,0.266753,0.314262,0.005815,0.005200,0.006446,0.003343,0.050203,0.006234,0.013453,0.003505,0.007876,0.002463,0.007579,0.028814,0.014102,f
0.263405,0.024009,3.049446,0.292435,0.244093,1.130268,0.005301,0.329731,-27.572571,0.615679,-0.413901,-0.211077,-0.034636,0.499183,-0.583998,-0.153702,0.308694,-0.004085,-0.390342,0.672647,-0.145434,0.005899,0.005042,0.008084,0.004050,0.017509,0.010254,0.009740,0.003307,0.010021,0.005446,0.005937,0.016751,0.010843,0.227646,0.032603,0.479973,0.166037,0.046281,0.844359,0.004204,0.321414,5.476810,0.787701,0.802728,0.426295,0.561959,0.341377,0.353117,0.296969,0.313960,0.279565,0.196381,0.218266,0.325991,0.008375,0.006233,0.008352,0.003011,0.034294,0.012703,0.013910,0.003646,0.014462,0.004644,0.006913,0.020029,0.008784,f
0.088203,0.002189,2.039791,0.227990,0.241285,1.078063,0.003785,0.151724,-30.932131,0.854740,0.522667,0.418251,0.346251,-0.341589,-0.103733,0.329904,-0.107488,0.232309,0.027046,0.203792,0.099104,0.006604,0.001752,0.013985,0.007469,0.073848,0.010664,0.015017,0.001728,0.004664,0.006390,0.006478,0.002347,0.020297,0.034110,0.003345,1.269886,0.038151,0.036898,0.540377,0.004624,0.091428,5.327294,0.628105,0.408469,0.568609,0.261228,0.178694,0.134211,0.137245,0.276474,0.081764,0.197361,0.230654,0.067372,0.004124,0.001171,0.008509,0.005834,0.074321,0.010063,0.007748,0.001288,0.002348,0.003801,0.002180,0.001079,0.020074,f
0.205742,0.017055,3.025291,0.254570,0.217376,1.141864,0.007150,0.282132,-28.045697,0.076277,-0.168993,0.020060,0.090401,0.350889,-0.792022,-0.156669,0.436059,0.115036,-0.332456,0.572467,-0.183740,0.005790,0.002371,0.004787,0.001796,0.021517,0.004348,0.007465,0.001967,0.004938,0.005394,0.025024,0.015244,0.013131,0.199564,0.021475,0.584098,0.164973,0.063716,0.847074,0.004588,0.292293,5.483699,1.030882,0.828448,0.245297,0.271300,0.314777,0.341979,0.273299,0.209226,0.210639,0.255116,0.115842,0.229991,0.006434,0.002135,0.004379,0.001210,0.045581,0.004272,0.005225,0.002328,0.004580,0.006148,0.034072,0.016586,0.012776,f
0.235368,0.019049,3.050140,0.276754,0.221887,1.341305,0.010483,0.360481,-27.858367,0.105966,0.043454,0.137355,0.323839,0.391567,-0.786191,-0.058207,0.555952,0.130143,-0.236455,0.577553,-0.267086,0.005900,0.003013,0.002852,0.001919,0.027206,0.005507,0.009479,0.002121,0.003523,0.004200,0.013796,0.013187,0.012296,0.212088,0.027115,0.547333,0.173520,0.053312,1.086877,0.019920,0.326129,5.228523,1.141634,0.709845,0.410171,0.332168,0.300881,0.399506,0.449287,0.315617,0.204744,0.289299,0.175283,0.373296,0.006403,0.003622,0.001761,0.002358,0.062436,0.006959,0.010991,0.002301,0.003753,0.005298,0.017957,0.017949,0.016376,f
0.277450,0.023725,3.103441,0.311691,0.231143,1.359284,0.006265,0.408867,-28.694031,-0.335932,-0.001943,0.093611,0.138327,0.366527,-0.691628,0.097407,0.655342,0.090729,-0.240756,0.616239,-0.086106,0.008018,0.002688,0.004792,0.001528,0.022568,0.003223,0.003635,0.002485,0.002454,0.003355,0.012893,0.027675,0.014317,0.240024,0.036990,0.472250,0.174764,0.049019,1.006654,0.008724,0.330993,5.442720,1.224005,0.944139,0.337363,0.358035,0.280548,0.397274,0.333002,0.254576,0.220720,0.271284,0.234549,0.203969,0.012575,0.004377,0.004473,0.001188,0.059615,0.005104,0.004550,0.002957,0.002933,0.005136,0.023648,0.042008,0.018273,f
0.262425,0.028513,3.049546,0.306028,0.250546,1.391910,0.005387,0.389851,-27.925314,0.027818,-0.162851,0.010951,0.217302,0.396627,-0.858624,-0.159473,0.454549,0.043142,-0.185523,0.666152,-0.244093,0.006072,0.002060,0.004079,0.003082,0.018857,0.009107,0.006472,0.001602,0.008279,0.005096,0.005783,0.013997,0.010490,0.212330,0.043496,0.490208,0.155365,0.042342,0.971892,0.004951,0.335941,5.312254,1.131414,0.744570,0.392493,0.378622,0.236824,0.324691,0.310817,0.364835,0.240703,0.194311,0.234975,0.300346,0.004805,0.001988,0.002660,0.001963,0.045562,0.016892,0.007464,0.001891,0.011673,0.007092,0.007356,0.022623,0.012269,f
0.262326,0.018130,2.949139,0.291440,0.218170,1.120695,0.006220,0.366909,-27.958226,0.354743,0.141443,-0.003719,0.041775,0.354303,-0.837950,-0.189362,0.360093,0.138030,-0.166942,0.593817,-0.170565,0.003543,0.002016,0.004621,0.001761,0.019884,0.010668,0.014532,0.002827,0.008661,0.003922,0.027336,0.008370,0.013638,0.257155,0.025810,0.663894,0.198909,0.053450,0.820194,0.008826,0.334256,5.367217,0.955154,0.951673,0.389924,0.347628,0.280393,0.376552,0.314250,0.202750,0.200375,0.214468,0.141542,0.209788,0.003919,0.001793,0.003749,0.002292,0.046256,0.019675,0.019799,0.003955,0.010318,0.005265,0.037753,0.014414,0.014763,f
